observationID,deploymentID,eventID,observationLevel,observationType,scientificName,taxonID,count,classificationMethod,classifiedBy,classificationTimestamp
WBGBIF2026_E0198_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0198,event,animal,Ovis aries,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0199_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0199,event,animal,Panthera onca,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0200_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0200,event,animal,Panthera onca,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0201_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0201,event,animal,Panthera onca,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0205_obs,WBGBIF2026_D_LUX_1290a78f,WBGBIF2026_E0205,event,animal,Passer domesticus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0206_obs,WBGBIF2026_D_LUX_1290a78f,WBGBIF2026_E0206,event,animal,Passer domesticus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0207_obs,WBGBIF2026_D_LUX_1290a78f,WBGBIF2026_E0207,event,animal,Passer domesticus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0208_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0208,event,animal,Pecari tajacu,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0209_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0209,event,animal,Pecari tajacu,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0210_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0210,event,animal,Pecari tajacu,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0211_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0211,event,animal,Penelope purpurascens,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0212_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0212,event,animal,Penelope purpurascens,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0213_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0213,event,animal,Penelope purpurascens,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0214_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0214,event,animal,Phasianus colchicus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0215_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0215,event,animal,Phasianus colchicus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0216_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0216,event,animal,Phasianus colchicus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0217_obs,WBGBIF2026_D_LUX_1290a78f,WBGBIF2026_E0217,event,animal,Phoenicurus ochruros,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0218_obs,WBGBIF2026_D_LUX_1290a78f,WBGBIF2026_E0218,event,animal,Phoenicurus ochruros,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0219_obs,WBGBIF2026_D_LUX_1290a78f,WBGBIF2026_E0219,event,animal,Phoenicurus ochruros,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0220_obs,WBGBIF2026_D_LUX_1290a78f,WBGBIF2026_E0220,event,animal,Phoenicurus phoenicurus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0221_obs,WBGBIF2026_D_LUX_1290a78f,WBGBIF2026_E0221,event,animal,Phoenicurus phoenicurus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0222_obs,WBGBIF2026_D_LUX_1290a78f,WBGBIF2026_E0222,event,animal,Phoenicurus phoenicurus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0226_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0226,event,animal,Pica pica,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0227_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0227,event,animal,Pica pica,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0228_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0228,event,animal,Pica pica,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0229_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0229,event,animal,Picus viridis,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0230_obs,WBGBIF2026_D_LUX_273ee7a0,WBGBIF2026_E0230,event,animal,Picus viridis,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0231_obs,WBGBIF2026_D_LUX_273ee7a0,WBGBIF2026_E0231,event,animal,Picus viridis,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0238_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0238,event,animal,Proechimys semispinosus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0239_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0239,event,animal,Proechimys semispinosus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0240_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0240,event,animal,Proechimys semispinosus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0244_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0244,event,animal,Psophia crepitans,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0245_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0245,event,animal,Psophia crepitans,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0246_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0246,event,animal,Psophia crepitans,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0247_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0247,event,animal,Puma concolor,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0248_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0248,event,animal,Puma concolor,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0249_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0249,event,animal,Puma concolor,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0253_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0253,event,animal,Rattus norvegicus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0254_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0254,event,animal,Rattus norvegicus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0255_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0255,event,animal,Rattus norvegicus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0259_obs,WBGBIF2026_D_LUX_1290a78f,WBGBIF2026_E0259,event,animal,Saxicola rubicola,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0260_obs,WBGBIF2026_D_LUX_1290a78f,WBGBIF2026_E0260,event,animal,Saxicola rubicola,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0261_obs,WBGBIF2026_D_LUX_1290a78f,WBGBIF2026_E0261,event,animal,Saxicola rubicola,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0262_obs,WBGBIF2026_D_LUX_fc3f505a,WBGBIF2026_E0262,event,animal,Sciurus vulgaris,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0263_obs,WBGBIF2026_D_LUX_fc3f505a,WBGBIF2026_E0263,event,animal,Sciurus vulgaris,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0264_obs,WBGBIF2026_D_LUX_fc3f505a,WBGBIF2026_E0264,event,animal,Sciurus vulgaris,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0265_obs,WBGBIF2026_D_LUX_273ee7a0,WBGBIF2026_E0265,event,animal,Scolopax rusticola,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0266_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0266,event,animal,Scolopax rusticola,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0267_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0267,event,animal,Scolopax rusticola,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0268_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0268,event,animal,Sitta europaea,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0269_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0269,event,animal,Sitta europaea,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0270_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0270,event,animal,Sitta europaea,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0271_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0271,event,animal,Strix aluco,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0272_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0272,event,animal,Strix aluco,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0273_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0273,event,animal,Strix aluco,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0274_obs,WBGBIF2026_D_LUX_fc3f505a,WBGBIF2026_E0274,event,animal,Sturnus vulgaris,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0275_obs,WBGBIF2026_D_LUX_fc3f505a,WBGBIF2026_E0275,event,animal,Sturnus vulgaris,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0276_obs,WBGBIF2026_D_FRA_273ee7a0,WBGBIF2026_E0276,event,animal,Sturnus vulgaris,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0277_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0277,event,animal,Sus scrofa,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0278_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0278,event,animal,Sus scrofa,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0279_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0279,event,animal,Sus scrofa,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0289_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0289,event,animal,Syrmaticus reevesii,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0290_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0290,event,animal,Syrmaticus reevesii,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0291_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0291,event,animal,Syrmaticus reevesii,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0292_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0292,event,animal,Tapirus terrestris,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0293_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0293,event,animal,Tapirus terrestris,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0294_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0294,event,animal,Tapirus terrestris,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0295_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0295,event,animal,Tayassu pecari,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0296_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0296,event,animal,Tayassu pecari,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0297_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0297,event,animal,Tayassu pecari,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0298_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0298,event,animal,Tinamus major,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0299_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0299,event,animal,Tinamus major,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0300_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0300,event,animal,Tinamus major,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0301_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0301,event,animal,Tinamus tao,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0302_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0302,event,animal,Tinamus tao,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0303_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0303,event,animal,Tinamus tao,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0304_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0304,event,animal,Tremarctos ornatus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0305_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0305,event,animal,Tremarctos ornatus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0306_obs,WBGBIF2026_D_ECU_68f49e46,WBGBIF2026_E0306,event,animal,Tremarctos ornatus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0307_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0307,event,animal,Troglodytes troglodytes,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0308_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0308,event,animal,Troglodytes troglodytes,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0309_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0309,event,animal,Troglodytes troglodytes,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0310_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0310,event,animal,Turdus iliacus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0311_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0311,event,animal,Turdus iliacus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0312_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0312,event,animal,Turdus iliacus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0313_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0313,event,animal,Turdus merula,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0314_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0314,event,animal,Turdus merula,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0315_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0315,event,animal,Turdus merula,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0316_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0316,event,animal,Turdus philomelos,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0317_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0317,event,animal,Turdus philomelos,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0318_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0318,event,animal,Turdus philomelos,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0319_obs,WBGBIF2026_D_DEU_273ee7a0,WBGBIF2026_E0319,event,animal,Turdus pilaris,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0320_obs,WBGBIF2026_D_DEU_273ee7a0,WBGBIF2026_E0320,event,animal,Turdus pilaris,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0321_obs,WBGBIF2026_D_LUX_273ee7a0,WBGBIF2026_E0321,event,animal,Turdus pilaris,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0325_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0325,event,animal,Turdus viscivorus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0326_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0326,event,animal,Turdus viscivorus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0327_obs,WBGBIF2026_D_LUX_fc3f505a,WBGBIF2026_E0327,event,animal,Turdus viscivorus,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0328_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0328,event,animal,Vulpes vulpes,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0329_obs,WBGBIF2026_D_BEL_c9cbc586,WBGBIF2026_E0329,event,animal,Vulpes vulpes,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
WBGBIF2026_E0330_obs,WBGBIF2026_D_LUX_fc3f505a,WBGBIF2026_E0330,event,animal,Vulpes vulpes,,1,source label plus WildlifeBench visual curation,WildlifeBench curation,
