event_id,species,class_name,country,country_code,taxon_key,on_taxonomy,on_classifier_label,geofence_allowed,included,reason
WBGBIF2026_E0205,Passer domesticus,Aves,Luxembourg,LUX,aves;passeriformes;passeridae;passer;domesticus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0206,Passer domesticus,Aves,Luxembourg,LUX,aves;passeriformes;passeridae;passer;domesticus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0207,Passer domesticus,Aves,Luxembourg,LUX,aves;passeriformes;passeridae;passer;domesticus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0208,Pecari tajacu,Mammalia,Ecuador,ECU,mammalia;artiodactyla;tayassuidae;pecari;tajacu,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0209,Pecari tajacu,Mammalia,Ecuador,ECU,mammalia;artiodactyla;tayassuidae;pecari;tajacu,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0210,Pecari tajacu,Mammalia,Ecuador,ECU,mammalia;artiodactyla;tayassuidae;pecari;tajacu,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0211,Penelope purpurascens,Aves,Ecuador,ECU,aves;galliformes;cracidae;penelope;purpurascens,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0212,Penelope purpurascens,Aves,Ecuador,ECU,aves;galliformes;cracidae;penelope;purpurascens,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0213,Penelope purpurascens,Aves,Ecuador,ECU,aves;galliformes;cracidae;penelope;purpurascens,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0214,Phasianus colchicus,Aves,Belgium,BEL,aves;galliformes;phasianidae;phasianus;colchicus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0215,Phasianus colchicus,Aves,Belgium,BEL,aves;galliformes;phasianidae;phasianus;colchicus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0216,Phasianus colchicus,Aves,Belgium,BEL,aves;galliformes;phasianidae;phasianus;colchicus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0217,Phoenicurus ochruros,Aves,Luxembourg,LUX,aves;passeriformes;muscicapidae;phoenicurus;ochruros,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0218,Phoenicurus ochruros,Aves,Luxembourg,LUX,aves;passeriformes;muscicapidae;phoenicurus;ochruros,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0219,Phoenicurus ochruros,Aves,Luxembourg,LUX,aves;passeriformes;muscicapidae;phoenicurus;ochruros,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0220,Phoenicurus phoenicurus,Aves,Luxembourg,LUX,aves;passeriformes;muscicapidae;phoenicurus;phoenicurus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0221,Phoenicurus phoenicurus,Aves,Luxembourg,LUX,aves;passeriformes;muscicapidae;phoenicurus;phoenicurus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0222,Phoenicurus phoenicurus,Aves,Luxembourg,LUX,aves;passeriformes;muscicapidae;phoenicurus;phoenicurus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0226,Pica pica,Aves,Belgium,BEL,aves;passeriformes;corvidae;pica;pica,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0227,Pica pica,Aves,Belgium,BEL,aves;passeriformes;corvidae;pica;pica,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0228,Pica pica,Aves,Belgium,BEL,aves;passeriformes;corvidae;pica;pica,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0229,Picus viridis,Aves,Belgium,BEL,aves;piciformes;picidae;picus;viridis,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0230,Picus viridis,Aves,Luxembourg,LUX,aves;piciformes;picidae;picus;viridis,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0231,Picus viridis,Aves,Luxembourg,LUX,aves;piciformes;picidae;picus;viridis,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0238,Proechimys semispinosus,Mammalia,Ecuador,ECU,mammalia;rodentia;echimyidae;proechimys;semispinosus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0239,Proechimys semispinosus,Mammalia,Ecuador,ECU,mammalia;rodentia;echimyidae;proechimys;semispinosus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0240,Proechimys semispinosus,Mammalia,Ecuador,ECU,mammalia;rodentia;echimyidae;proechimys;semispinosus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0244,Psophia crepitans,Aves,Ecuador,ECU,aves;gruiformes;psophiidae;psophia;crepitans,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0245,Psophia crepitans,Aves,Ecuador,ECU,aves;gruiformes;psophiidae;psophia;crepitans,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0246,Psophia crepitans,Aves,Ecuador,ECU,aves;gruiformes;psophiidae;psophia;crepitans,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0247,Puma concolor,Mammalia,Ecuador,ECU,mammalia;carnivora;felidae;puma;concolor,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0248,Puma concolor,Mammalia,Ecuador,ECU,mammalia;carnivora;felidae;puma;concolor,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0249,Puma concolor,Mammalia,Ecuador,ECU,mammalia;carnivora;felidae;puma;concolor,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0253,Rattus norvegicus,Mammalia,Belgium,BEL,mammalia;rodentia;muridae;rattus;norvegicus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0254,Rattus norvegicus,Mammalia,Belgium,BEL,mammalia;rodentia;muridae;rattus;norvegicus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0255,Rattus norvegicus,Mammalia,Belgium,BEL,mammalia;rodentia;muridae;rattus;norvegicus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0259,Saxicola rubicola,Aves,Luxembourg,LUX,aves;passeriformes;muscicapidae;saxicola;rubicola,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0260,Saxicola rubicola,Aves,Luxembourg,LUX,aves;passeriformes;muscicapidae;saxicola;rubicola,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0261,Saxicola rubicola,Aves,Luxembourg,LUX,aves;passeriformes;muscicapidae;saxicola;rubicola,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0262,Sciurus vulgaris,Mammalia,Luxembourg,LUX,mammalia;rodentia;sciuridae;sciurus;vulgaris,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0263,Sciurus vulgaris,Mammalia,Luxembourg,LUX,mammalia;rodentia;sciuridae;sciurus;vulgaris,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0264,Sciurus vulgaris,Mammalia,Luxembourg,LUX,mammalia;rodentia;sciuridae;sciurus;vulgaris,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0265,Scolopax rusticola,Aves,Luxembourg,LUX,aves;charadriiformes;scolopacidae;scolopax;rusticola,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0266,Scolopax rusticola,Aves,Belgium,BEL,aves;charadriiformes;scolopacidae;scolopax;rusticola,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0267,Scolopax rusticola,Aves,Belgium,BEL,aves;charadriiformes;scolopacidae;scolopax;rusticola,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0268,Sitta europaea,Aves,Belgium,BEL,aves;passeriformes;sittidae;sitta;europaea,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0269,Sitta europaea,Aves,Belgium,BEL,aves;passeriformes;sittidae;sitta;europaea,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0270,Sitta europaea,Aves,Belgium,BEL,aves;passeriformes;sittidae;sitta;europaea,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0271,Strix aluco,Aves,Belgium,BEL,aves;strigiformes;strigidae;strix;aluco,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0272,Strix aluco,Aves,Belgium,BEL,aves;strigiformes;strigidae;strix;aluco,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0273,Strix aluco,Aves,Belgium,BEL,aves;strigiformes;strigidae;strix;aluco,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0274,Sturnus vulgaris,Aves,Luxembourg,LUX,aves;passeriformes;sturnidae;sturnus;vulgaris,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0275,Sturnus vulgaris,Aves,Luxembourg,LUX,aves;passeriformes;sturnidae;sturnus;vulgaris,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0276,Sturnus vulgaris,Aves,France,FRA,aves;passeriformes;sturnidae;sturnus;vulgaris,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0277,Sus scrofa,Mammalia,Belgium,BEL,mammalia;artiodactyla;suidae;sus;scrofa,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0278,Sus scrofa,Mammalia,Belgium,BEL,mammalia;artiodactyla;suidae;sus;scrofa,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0279,Sus scrofa,Mammalia,Belgium,BEL,mammalia;artiodactyla;suidae;sus;scrofa,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0289,Syrmaticus reevesii,Aves,Belgium,BEL,aves;galliformes;phasianidae;syrmaticus;reevesii,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0290,Syrmaticus reevesii,Aves,Belgium,BEL,aves;galliformes;phasianidae;syrmaticus;reevesii,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0291,Syrmaticus reevesii,Aves,Belgium,BEL,aves;galliformes;phasianidae;syrmaticus;reevesii,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0292,Tapirus terrestris,Mammalia,Ecuador,ECU,mammalia;perissodactyla;tapiridae;tapirus;terrestris,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0293,Tapirus terrestris,Mammalia,Ecuador,ECU,mammalia;perissodactyla;tapiridae;tapirus;terrestris,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0294,Tapirus terrestris,Mammalia,Ecuador,ECU,mammalia;perissodactyla;tapiridae;tapirus;terrestris,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0295,Tayassu pecari,Mammalia,Ecuador,ECU,mammalia;artiodactyla;tayassuidae;tayassu;pecari,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0296,Tayassu pecari,Mammalia,Ecuador,ECU,mammalia;artiodactyla;tayassuidae;tayassu;pecari,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0297,Tayassu pecari,Mammalia,Ecuador,ECU,mammalia;artiodactyla;tayassuidae;tayassu;pecari,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0298,Tinamus major,Aves,Ecuador,ECU,aves;struthioniformes;tinamidae;tinamus;major,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0299,Tinamus major,Aves,Ecuador,ECU,aves;struthioniformes;tinamidae;tinamus;major,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0300,Tinamus major,Aves,Ecuador,ECU,aves;struthioniformes;tinamidae;tinamus;major,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0301,Tinamus tao,Aves,Ecuador,ECU,aves;struthioniformes;tinamidae;tinamus;tao,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0302,Tinamus tao,Aves,Ecuador,ECU,aves;struthioniformes;tinamidae;tinamus;tao,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0303,Tinamus tao,Aves,Ecuador,ECU,aves;struthioniformes;tinamidae;tinamus;tao,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0304,Tremarctos ornatus,Mammalia,Ecuador,ECU,mammalia;carnivora;ursidae;tremarctos;ornatus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0305,Tremarctos ornatus,Mammalia,Ecuador,ECU,mammalia;carnivora;ursidae;tremarctos;ornatus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0306,Tremarctos ornatus,Mammalia,Ecuador,ECU,mammalia;carnivora;ursidae;tremarctos;ornatus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0307,Troglodytes troglodytes,Aves,Belgium,BEL,aves;passeriformes;troglodytidae;troglodytes;troglodytes,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0308,Troglodytes troglodytes,Aves,Belgium,BEL,aves;passeriformes;troglodytidae;troglodytes;troglodytes,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0309,Troglodytes troglodytes,Aves,Belgium,BEL,aves;passeriformes;troglodytidae;troglodytes;troglodytes,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0310,Turdus iliacus,Aves,Belgium,BEL,aves;passeriformes;turdidae;turdus;iliacus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0311,Turdus iliacus,Aves,Belgium,BEL,aves;passeriformes;turdidae;turdus;iliacus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0312,Turdus iliacus,Aves,Belgium,BEL,aves;passeriformes;turdidae;turdus;iliacus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0313,Turdus merula,Aves,Belgium,BEL,aves;passeriformes;turdidae;turdus;merula,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0314,Turdus merula,Aves,Belgium,BEL,aves;passeriformes;turdidae;turdus;merula,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0315,Turdus merula,Aves,Belgium,BEL,aves;passeriformes;turdidae;turdus;merula,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0316,Turdus philomelos,Aves,Belgium,BEL,aves;passeriformes;turdidae;turdus;philomelos,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0317,Turdus philomelos,Aves,Belgium,BEL,aves;passeriformes;turdidae;turdus;philomelos,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0318,Turdus philomelos,Aves,Belgium,BEL,aves;passeriformes;turdidae;turdus;philomelos,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0319,Turdus pilaris,Aves,Germany,DEU,aves;passeriformes;turdidae;turdus;pilaris,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0320,Turdus pilaris,Aves,Germany,DEU,aves;passeriformes;turdidae;turdus;pilaris,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0321,Turdus pilaris,Aves,Luxembourg,LUX,aves;passeriformes;turdidae;turdus;pilaris,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0325,Turdus viscivorus,Aves,Belgium,BEL,aves;passeriformes;turdidae;turdus;viscivorus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0326,Turdus viscivorus,Aves,Belgium,BEL,aves;passeriformes;turdidae;turdus;viscivorus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0327,Turdus viscivorus,Aves,Luxembourg,LUX,aves;passeriformes;turdidae;turdus;viscivorus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0328,Vulpes vulpes,Mammalia,Belgium,BEL,mammalia;carnivora;canidae;vulpes;vulpes,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0329,Vulpes vulpes,Mammalia,Belgium,BEL,mammalia;carnivora;canidae;vulpes;vulpes,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0330,Vulpes vulpes,Mammalia,Luxembourg,LUX,mammalia;carnivora;canidae;vulpes;vulpes,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
